Customer_ID,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
C025891,55,953159,69938,5,7,15.7,2,"Business Loan, Credit Builder Loan",22,6,0.92,6,240798,0.61,34Y 9M,Yes,3239,6384,Low,11717,Poor
C025892,30,904267,77841,4,3,23.6,4,"Education Loan, Business Loan, Home Loan, Credit Builder Loan",0,0,0.26,5,140889,0.26,11Y 2M,Yes,2143,0,Medium,28069,Good
C025893,63,1107308,91385,1,4,6.3,4,"Education Loan, Credit Builder Loan, Business Loan, Personal Loan",14,7,0.22,6,225774,0.15,40Y 5M,No,4501,11749,Medium,16465,Standard
C025894,56,1170636,83403,7,1,10.2,0,None,4,4,0.79,6,73166,0.36,36Y 11M,Yes,1881,12381,Low,19344,Standard
C025895,30,1351964,114097,8,4,15.5,1,Business Loan,0,0,0.01,3,245457,0.39,7Y 11M,Yes,4597,11235,High,29551,Good
C025896,64,596619,43710,5,5,8.7,1,Business Loan,1,7,0.06,4,95782,0.57,46Y 1M,Yes,2585,0,Medium,25263,Standard
C025897,29,1336231,93912,4,7,10.1,1,Home Loan,0,0,0.26,1,231234,0.77,5Y 11M,No,4681,11355,High,42617,Good
C025898,50,1135188,87529,9,2,15.0,2,"Education Loan, Business Loan",8,2,0.79,6,157472,0.63,26Y 1M,Yes,2849,0,Low,35933,Poor
C025899,45,1387491,99025,3,1,20.6,4,"Business Loan, Auto Loan, Education Loan, Credit Builder Loan",23,2,0.21,7,488156,0.6,25Y 3M,No,11026,5422,Medium,19907,Poor
C025900,20,284428,21969,3,1,20.9,5,"Credit Builder Loan, Home Loan, Education Loan, Personal Loan, Auto Loan",0,0,0.58,6,106771,0.8,0Y 1M,Yes,1799,0,Medium,7265,Poor
C025901,35,351796,24235,4,1,17.7,0,None,0,0,0.17,7,54047,0.29,16Y 2M,Yes,781,3919,High,4632,Good
C025902,43,270586,23667,7,7,23.3,3,"Personal Loan, Education Loan, Credit Builder Loan",0,0,0.93,1,32513,0.63,24Y 10M,No,429,0,Medium,7709,Standard
C025903,57,478065,34195,2,3,18.0,1,Business Loan,0,0,0.3,1,100607,0.51,39Y 2M,Yes,2311,0,Medium,15958,Good
C025904,19,427955,37989,8,0,6.5,3,"Credit Builder Loan, Education Loan, Personal Loan",18,7,0.09,5,128531,0.66,0Y 0M,Yes,2409,1984,Medium,19457,Poor
C025905,21,1268345,104904,2,2,15.8,1,Business Loan,0,0,0.17,4,241630,0.76,0Y 2M,Yes,5258,11761,High,33604,Good
C025906,67,965351,70083,4,2,24.4,5,"Education Loan, Credit Builder Loan, Personal Loan, Business Loan, Auto Loan",17,3,0.55,3,307324,0.68,47Y 4M,No,3599,13189,Low,16727,Poor
C025907,45,156246,12401,2,4,18.5,1,Education Loan,0,0,0.18,7,9897,0.42,20Y 9M,Yes,284,945,High,5968,Good
C025908,45,1327195,95005,9,1,19.1,2,"Education Loan, Credit Builder Loan",0,0,0.74,7,267475,0.28,27Y 7M,Yes,6708,0,Medium,49884,Good
C025909,42,1265847,106893,4,3,8.2,2,"Auto Loan, Business Loan",0,0,0.31,6,192219,0.74,24Y 4M,Yes,4151,19636,High,25050,Good
C025910,43,431085,38757,5,6,12.8,0,None,0,0,0.18,7,40243,0.79,22Y 6M,Yes,1026,7212,High,16401,Good
C025911,62,842950,60090,9,6,22.1,3,"Home Loan, Credit Builder Loan, Education Loan",0,0,0.09,3,221016,0.63,40Y 2M,No,3815,7471,Medium,7309,Standard
C025912,64,511626,34481,2,6,8.1,0,None,0,0,0.29,5,44280,0.5,40Y 11M,No,966,1783,Medium,8307,Standard
C025913,19,950854,65874,4,1,21.9,3,"Personal Loan, Home Loan, Education Loan",0,0,0.95,3,196384,0.26,0Y 4M,Yes,5099,5511,High,28845,Good
C025914,59,773471,61881,6,4,16.9,3,"Business Loan, Auto Loan, Credit Builder Loan",0,0,0.05,5,218100,0.26,40Y 5M,Yes,4562,8224,Medium,14068,Good
C025915,51,1282001,93530,1,0,13.5,4,"Credit Builder Loan, Auto Loan, Education Loan, Home Loan",0,0,0.95,2,386013,0.83,31Y 2M,Yes,7887,13936,High,30077,Good
C025916,47,673170,52895,1,2,23.7,5,"Auto Loan, Business Loan, Credit Builder Loan, Education Loan, Personal Loan",9,1,0.74,7,89938,0.2,29Y 1M,Yes,1420,3665,Low,24388,Poor
C025917,38,1056448,71358,7,1,6.6,5,"Personal Loan, Home Loan, Auto Loan, Education Loan, Credit Builder Loan",0,0,0.58,1,382649,0.19,18Y 0M,Yes,7622,0,Medium,27094,Good
C025918,61,1183198,104519,6,7,23.6,2,"Business Loan, Credit Builder Loan",17,7,0.49,5,266546,0.33,41Y 4M,No,5320,14092,Medium,48928,Poor
C025919,54,1302177,111514,4,2,22.7,2,"Education Loan, Personal Loan",9,5,0.14,7,347586,0.89,34Y 4M,Yes,7186,18980,Medium,20844,Standard
C025920,61,1136697,99801,5,4,24.8,3,"Education Loan, Home Loan, Credit Builder Loan",3,4,0.04,0,126419,0.48,36Y 4M,No,3097,0,Medium,50625,Standard
C025921,40,794085,68122,5,5,13.9,4,"Auto Loan, Business Loan, Personal Loan, Credit Builder Loan",0,0,0.62,5,155818,0.59,15Y 8M,Yes,3409,9413,High,17503,Good
C025922,50,1430847,118583,9,0,14.8,3,"Education Loan, Home Loan, Personal Loan",0,0,0.24,6,247523,0.21,26Y 5M,No,7345,0,Medium,46043,Good
C025923,19,1389864,97472,5,6,19.4,4,"Auto Loan, Home Loan, Education Loan, Business Loan",0,0,0.53,3,387113,0.4,0Y 0M,Yes,9012,10057,High,17963,Good
C025924,44,736322,52865,2,3,8.1,5,"Auto Loan, Home Loan, Credit Builder Loan, Business Loan, Personal Loan",15,6,0.44,1,92893,0.36,22Y 6M,No,2120,4621,Low,12916,Poor
C025925,65,975696,86709,7,0,10.6,4,"Credit Builder Loan, Personal Loan, Education Loan, Business Loan",0,0,0.76,2,150088,0.75,41Y 3M,No,2948,10610,Medium,34358,Standard
C025926,39,1405433,127551,10,5,14.4,5,"Business Loan, Credit Builder Loan, Auto Loan, Personal Loan, Home Loan",0,0,0.27,0,513432,0.18,14Y 11M,Yes,6691,12558,Medium,66319,Good
C025927,51,1218862,94872,9,3,19.6,4,"Auto Loan, Credit Builder Loan, Personal Loan, Business Loan",0,0,0.13,6,150207,0.13,32Y 0M,Yes,2953,5524,Medium,33685,Good
C025928,33,1156634,80267,7,1,15.4,3,"Education Loan, Credit Builder Loan, Auto Loan",9,7,0.61,1,193932,0.89,15Y 9M,No,3206,13218,Medium,8041,Poor
C025929,37,1062078,76402,8,5,10.4,0,None,0,0,0.84,1,158919,0.51,17Y 7M,Yes,3416,14598,High,21107,Good
C025930,43,1187058,103165,10,0,11.5,5,"Home Loan, Business Loan, Auto Loan, Education Loan, Credit Builder Loan",10,3,0.92,5,259165,0.81,25Y 1M,Yes,6515,12719,Low,18376,Poor
C025931,33,909018,81757,3,1,20.2,2,"Education Loan, Business Loan",0,0,0.92,6,86612,0.63,11Y 5M,Yes,1969,0,Medium,54957,Standard
C025932,23,990169,88452,11,0,21.3,5,"Credit Builder Loan, Business Loan, Home Loan, Personal Loan, Education Loan",0,0,0.03,5,102441,0.27,0Y 11M,Yes,1280,9130,High,49258,Good
C025933,62,1053842,85459,9,1,14.3,0,None,3,4,0.19,3,145627,0.24,41Y 11M,Yes,4262,5628,Medium,44496,Good
C025934,61,342986,24453,7,4,9.7,5,"Education Loan, Auto Loan, Business Loan, Personal Loan, Home Loan",0,0,0.75,3,122967,0.78,39Y 1M,No,2271,3278,Medium,6073,Poor
C025935,40,597044,43160,10,4,16.9,0,None,20,1,0.7,7,65801,0.88,20Y 1M,Yes,894,7813,Medium,13171,Poor
C025936,59,1463614,97848,4,3,13.6,4,"Personal Loan, Credit Builder Loan, Auto Loan, Education Loan",4,5,0.58,6,277861,0.57,39Y 6M,No,4115,0,Medium,31534,Poor
C025937,54,340256,29913,10,0,18.1,3,"Personal Loan, Business Loan, Home Loan",6,7,0.37,6,60460,0.31,34Y 9M,No,1257,4383,Low,8650,Poor
C025938,25,796624,60445,7,5,21.7,4,"Business Loan, Education Loan, Personal Loan, Auto Loan",0,0,0.31,3,267153,0.38,0Y 6M,Yes,5893,0,Medium,30979,Standard
C025939,23,1246139,102664,3,0,16.0,3,"Home Loan, Business Loan, Personal Loan",0,0,0.09,5,180161,0.6,5Y 8M,No,4834,6574,Medium,52651,Poor
C025940,54,840089,67533,11,7,23.1,2,"Business Loan, Education Loan",24,4,0.59,5,134408,0.83,36Y 1M,Yes,3009,8326,Low,33545,Poor
C025941,69,1057688,73527,10,5,13.0,5,"Education Loan, Home Loan, Business Loan, Personal Loan, Auto Loan",21,3,0.21,1,214760,0.26,45Y 10M,No,3762,7635,Low,30441,Poor
C025942,39,1432814,101575,7,3,15.1,1,Auto Loan,0,0,0.89,7,104418,0.21,17Y 4M,Yes,2977,18422,High,9627,Good
C025943,23,801769,56022,3,6,16.8,2,"Personal Loan, Business Loan",27,4,0.22,7,101459,0.7,3Y 4M,No,2572,5158,Low,25906,Poor
C025944,49,496739,36133,2,5,19.7,4,"Business Loan, Personal Loan, Education Loan, Home Loan",0,0,0.77,4,46129,0.39,24Y 3M,No,677,4432,Medium,9138,Standard
C025945,34,430467,38135,1,6,16.0,2,"Personal Loan, Auto Loan",0,0,0.35,2,112113,0.56,9Y 6M,Yes,2513,7303,Medium,1901,Standard
C025946,55,199165,17899,11,1,21.4,4,"Education Loan, Personal Loan, Home Loan, Business Loan",1,6,0.82,7,57807,0.11,31Y 6M,Yes,1242,1303,Medium,4459,Standard
C025947,34,785606,68680,6,6,19.2,5,"Personal Loan, Home Loan, Education Loan, Business Loan, Auto Loan",20,6,0.74,7,273101,0.58,10Y 7M,No,8126,4072,Low,34819,Poor
C025948,54,1066572,90930,3,0,12.7,3,"Education Loan, Auto Loan, Personal Loan",0,0,0.02,3,159952,0.44,33Y 9M,Yes,3668,11158,High,31238,Good
C025949,40,669154,57652,10,6,18.2,1,Home Loan,22,1,0.65,2,49485,0.39,21Y 2M,No,1097,0,Medium,34974,Poor
C025950,66,265433,19741,11,3,12.0,4,"Business Loan, Credit Builder Loan, Education Loan, Home Loan",0,0,0.56,1,41568,0.3,44Y 3M,Yes,1000,0,High,9122,Good
C025951,66,918179,70288,2,3,19.6,4,"Business Loan, Education Loan, Home Loan, Credit Builder Loan",0,0,0.82,2,166506,0.74,46Y 1M,Yes,3647,4926,High,24294,Good
C025952,30,1438154,130300,11,6,18.4,5,"Credit Builder Loan, Auto Loan, Business Loan, Home Loan, Education Loan",0,0,0.23,0,528145,0.34,9Y 10M,Yes,12080,22054,Medium,11484,Good
C025953,49,1356837,91317,3,0,9.4,2,"Education Loan, Credit Builder Loan",0,0,0.73,7,108631,0.21,25Y 7M,Yes,3239,0,Medium,26028,Good
C025954,39,1475360,126974,8,2,19.3,5,"Education Loan, Home Loan, Business Loan, Personal Loan, Credit Builder Loan",0,0,0.89,4,472666,0.72,16Y 10M,Yes,5429,0,High,52504,Good
C025955,24,1399754,105379,3,5,8.5,0,None,0,0,0.78,3,245400,0.53,1Y 10M,Yes,3172,8256,High,29193,Good
C025956,39,911373,74413,4,1,7.7,0,None,0,0,0.92,0,62648,0.63,20Y 0M,No,1656,7038,Medium,39206,Standard
C025957,38,1365362,122200,2,2,18.2,4,"Business Loan, Education Loan, Home Loan, Auto Loan",16,4,0.31,2,335427,0.83,16Y 7M,No,8826,16431,Medium,30190,Poor
C025958,23,261115,21377,8,2,12.3,5,"Home Loan, Credit Builder Loan, Personal Loan, Auto Loan, Business Loan",5,3,0.42,6,43397,0.26,2Y 8M,Yes,1075,3053,Low,9074,Poor
C025959,31,448094,33032,6,5,9.1,0,None,17,5,0.39,5,27517,0.5,9Y 8M,No,327,0,Low,11207,Poor
C025960,33,301534,24228,9,1,24.8,2,"Credit Builder Loan, Home Loan",23,6,0.34,1,22932,0.75,10Y 7M,No,564,2110,Low,9894,Poor
C025961,20,971107,72984,8,6,22.5,0,None,0,0,0.15,0,175899,0.45,1Y 10M,No,2398,6397,Medium,42224,Standard
C025962,26,1104263,100509,4,4,9.4,1,Education Loan,0,0,0.02,2,163139,0.83,1Y 2M,Yes,2764,8079,Medium,41277,Good
C025963,64,397407,32598,8,0,23.9,5,"Home Loan, Business Loan, Credit Builder Loan, Education Loan, Personal Loan",0,0,0.26,4,89574,0.65,46Y 7M,Yes,2679,0,Medium,10540,Standard
C025964,38,971863,73043,1,5,17.5,4,"Home Loan, Auto Loan, Credit Builder Loan, Personal Loan",0,0,0.99,0,137226,0.31,14Y 1M,No,1550,5500,Medium,42817,Good
C025965,67,428856,31198,11,3,15.9,5,"Business Loan, Education Loan, Home Loan, Auto Loan, Credit Builder Loan",0,0,0.29,6,148854,0.61,43Y 7M,No,2797,1940,Medium,4786,Standard
C025966,47,1471117,109671,9,0,12.8,2,"Auto Loan, Personal Loan",0,0,0.8,4,213922,0.34,25Y 5M,No,4082,0,Medium,42112,Good
C025967,47,1194713,84136,5,2,12.1,4,"Education Loan, Home Loan, Business Loan, Auto Loan",0,0,0.15,3,169861,0.5,25Y 4M,Yes,2511,0,Medium,39940,Good
C025968,59,719484,62474,4,5,8.0,5,"Auto Loan, Personal Loan, Home Loan, Credit Builder Loan, Business Loan",0,0,0.56,1,261823,0.33,34Y 4M,No,5331,4617,High,22585,Good
C025969,59,352208,28471,5,4,9.4,5,"Home Loan, Personal Loan, Education Loan, Auto Loan, Business Loan",20,4,0.12,2,51903,0.83,37Y 5M,No,1201,2775,Low,6696,Poor
C025970,49,1380966,126350,1,4,11.1,3,"Personal Loan, Credit Builder Loan, Home Loan",0,0,0.67,6,215530,0.74,29Y 0M,Yes,5940,22995,High,28390,Good
C025971,40,609133,41452,2,0,20.0,2,"Auto Loan, Credit Builder Loan",0,0,0.11,3,141788,0.69,22Y 11M,Yes,3859,3033,Medium,11016,Good
C025972,20,882680,68220,2,7,24.2,0,None,14,2,0.29,3,151239,0.66,0Y 7M,Yes,4097,7321,Medium,27306,Poor
C025973,18,1279136,95634,11,5,14.8,4,"Auto Loan, Personal Loan, Business Loan, Education Loan",26,5,0.13,3,388047,0.11,0Y 7M,Yes,9087,14374,Medium,15361,Standard
C025974,20,814985,55142,9,6,13.0,2,"Home Loan, Education Loan",0,0,0.36,1,159666,0.42,0Y 10M,Yes,2684,2867,High,14399,Good
C025975,54,596512,40206,6,2,22.3,3,"Personal Loan, Business Loan, Home Loan",0,0,0.32,7,91140,0.75,32Y 5M,No,1168,4310,Medium,16415,Standard
C025976,24,977308,88974,3,1,18.9,2,"Personal Loan, Education Loan",0,0,0.27,6,217854,0.85,0Y 9M,Yes,3875,7997,Medium,48951,Standard
C025977,20,243553,21654,4,3,10.7,2,"Education Loan, Auto Loan",6,3,0.15,6,55761,0.46,0Y 10M,No,829,3651,Low,2725,Poor
C025978,53,1276548,94036,1,4,16.2,3,"Home Loan, Auto Loan, Education Loan",15,2,0.52,3,357241,0.16,29Y 11M,No,10142,13484,Low,34417,Poor
C025979,66,1205323,101376,7,3,22.8,1,Auto Loan,0,0,0.2,6,282142,0.39,42Y 2M,Yes,7422,19548,High,24876,Good
C025980,20,955015,86811,7,2,18.5,1,Auto Loan,0,0,0.84,0,69772,0.57,0Y 2M,Yes,1420,0,High,57749,Good
C025981,21,185497,15100,8,0,13.1,1,Business Loan,0,0,0.66,3,19325,0.37,0Y 6M,No,264,0,Medium,8646,Poor
C025982,48,224323,18477,1,2,14.1,0,None,24,5,0.86,2,43377,0.74,23Y 5M,No,525,2244,Low,5070,Poor
C025983,19,153910,12329,9,6,23.1,4,"Education Loan, Personal Loan, Credit Builder Loan, Auto Loan",0,0,0.86,7,16105,0.79,0Y 5M,Yes,375,1037,Medium,3160,Poor
C025984,31,251800,18552,2,6,19.5,5,"Home Loan, Credit Builder Loan, Education Loan, Auto Loan, Personal Loan",0,0,0.33,7,68033,0.13,11Y 7M,Yes,1851,3376,Medium,3257,Good
C025985,54,317640,23360,1,7,15.7,0,None,4,7,0.07,3,49821,0.63,33Y 0M,No,1464,0,Medium,10757,Poor
C025986,48,813522,64253,1,4,18.9,0,None,0,0,0.25,2,99227,0.53,26Y 3M,Yes,2117,6015,Medium,11914,Good
C025987,19,398396,31746,8,0,19.0,3,"Auto Loan, Personal Loan, Credit Builder Loan",22,7,0.44,0,103323,0.12,0Y 0M,No,2482,1740,Medium,13013,Poor
C025988,48,226798,17382,3,3,16.8,5,"Personal Loan, Home Loan, Business Loan, Credit Builder Loan, Education Loan",26,5,0.94,2,27696,0.72,25Y 1M,No,508,2164,Medium,2637,Poor
C025989,64,1361946,103089,6,4,17.9,0,None,0,0,0.45,3,237830,0.36,39Y 7M,No,5722,12386,Medium,29705,Good
C025990,60,1103095,99545,6,0,12.7,4,"Education Loan, Personal Loan, Auto Loan, Credit Builder Loan",0,0,0.95,1,306378,0.7,35Y 1M,Yes,4806,17293,High,15133,Good
C025991,39,1036228,77501,11,0,12.6,2,"Personal Loan, Education Loan",0,0,0.77,1,230885,0.16,19Y 2M,Yes,5056,13779,High,12599,Good
C025992,27,1228846,104861,2,3,12.4,3,"Home Loan, Education Loan, Business Loan",0,0,0.47,4,106112,0.13,2Y 5M,Yes,1469,0,Medium,34391,Good
C025993,69,890596,66119,2,5,6.7,1,Business Loan,1,7,0.87,7,175837,0.36,50Y 5M,Yes,5100,10233,Medium,8601,Good
C025994,47,1188967,93036,1,6,21.7,0,None,0,0,0.9,3,196665,0.29,29Y 4M,Yes,2824,17867,High,7315,Good
C025995,50,727342,55138,9,2,9.0,3,"Education Loan, Credit Builder Loan, Business Loan",20,4,0.44,4,201030,0.45,31Y 7M,Yes,4421,4578,Medium,13988,Standard
C025996,36,389877,33835,1,7,7.8,5,"Business Loan, Home Loan, Auto Loan, Education Loan, Credit Builder Loan",23,5,0.81,5,72895,0.31,15Y 5M,No,1574,0,Low,16151,Poor
C025997,63,777529,69990,6,5,14.0,0,None,21,5,0.87,3,52480,0.81,41Y 10M,Yes,1424,7120,Medium,17680,Poor
C025998,42,493536,44148,9,6,15.1,4,"Personal Loan, Credit Builder Loan, Auto Loan, Education Loan",21,3,0.43,7,49898,0.74,17Y 6M,Yes,1240,5056,Medium,21255,Poor
C025999,63,359971,32254,6,5,11.0,1,Personal Loan,0,0,0.47,0,45324,0.22,40Y 10M,No,556,4467,Medium,5357,Good
C026000,18,629720,48072,11,5,24.2,2,"Business Loan, Education Loan",0,0,0.27,7,127435,0.36,0Y 2M,Yes,2426,0,Medium,17274,Standard
C026001,49,1488509,119662,6,7,9.2,5,"Personal Loan, Business Loan, Home Loan, Credit Builder Loan, Auto Loan",0,0,0.45,2,151273,0.31,26Y 5M,Yes,3873,15951,High,32439,Good
C026002,42,163683,14216,4,5,16.9,2,"Auto Loan, Personal Loan",0,0,0.49,2,21677,0.25,20Y 1M,Yes,318,2246,High,4821,Good
C026003,58,189162,12963,5,2,17.6,1,Home Loan,0,0,0.64,6,18621,0.56,38Y 10M,No,272,0,Medium,8453,Poor
C026004,34,189225,17066,1,5,18.5,2,"Business Loan, Home Loan",0,0,0.59,1,29336,0.12,13Y 8M,No,767,2464,Medium,7272,Standard
C026005,31,448208,36334,3,2,21.1,1,Credit Builder Loan,0,0,0.9,1,104883,0.33,13Y 2M,No,2592,3699,Medium,14922,Standard
C026006,62,1286280,93758,11,4,22.4,4,"Personal Loan, Auto Loan, Credit Builder Loan, Education Loan",0,0,0.65,2,183591,0.84,41Y 5M,Yes,2334,17197,High,8721,Good
C026007,30,489464,42717,6,7,11.5,4,"Home Loan, Business Loan, Personal Loan, Credit Builder Loan",0,0,0.14,5,102241,0.38,10Y 0M,No,1861,4567,Medium,10282,Standard
C026008,55,836832,64999,2,0,24.7,2,"Education Loan, Auto Loan",0,0,0.24,5,146117,0.17,36Y 1M,Yes,1575,9908,High,14624,Good
C026009,56,405475,29809,1,1,13.9,3,"Business Loan, Auto Loan, Personal Loan",0,0,0.92,4,33482,0.64,32Y 7M,Yes,965,5835,High,10430,Good
C026010,19,305620,27210,1,1,20.9,0,None,0,0,0.06,5,52551,0.86,0Y 11M,Yes,1507,4785,High,8885,Standard
C026011,49,243667,16868,1,3,6.8,2,"Credit Builder Loan, Education Loan",0,0,0.7,3,29459,0.86,25Y 2M,Yes,825,1045,Medium,4935,Standard
C026012,49,1236904,109320,10,0,20.2,5,"Personal Loan, Home Loan, Auto Loan, Business Loan, Education Loan",0,0,0.08,2,309697,0.61,24Y 6M,Yes,7328,0,High,66994,Good
C026013,57,691646,58333,10,4,21.8,2,"Home Loan, Credit Builder Loan",4,2,0.22,1,192010,0.2,37Y 11M,No,5085,10802,Low,11239,Standard
C026014,23,418368,35959,1,0,8.1,0,None,21,3,0.81,7,73078,0.5,0Y 7M,Yes,1270,0,Medium,9630,Poor
C026015,42,1385293,115401,6,3,11.8,4,"Home Loan, Personal Loan, Credit Builder Loan, Education Loan",25,3,0.36,3,196756,0.61,21Y 8M,No,5319,15044,Medium,42439,Poor
C026016,20,200822,15892,10,1,14.5,5,"Education Loan, Personal Loan, Auto Loan, Business Loan, Credit Builder Loan",29,4,0.48,7,64094,0.87,0Y 0M,Yes,1713,2730,Low,2886,Poor
C026017,35,255422,19608,4,4,20.5,5,"Education Loan, Home Loan, Business Loan, Personal Loan, Credit Builder Loan",0,0,0.78,7,55263,0.75,10Y 0M,Yes,1456,2148,Medium,8496,Standard
C026018,67,354792,26066,4,5,16.1,2,"Credit Builder Loan, Home Loan",0,0,0.58,7,99288,0.61,46Y 9M,Yes,2226,3597,Medium,3452,Standard
C026019,55,737977,55285,4,5,18.0,1,Personal Loan,11,4,0.28,6,50563,0.34,30Y 8M,Yes,757,0,Medium,24040,Standard
C026020,60,187573,12677,8,1,13.0,0,None,0,0,0.95,7,33457,0.3,35Y 6M,No,933,0,Medium,3588,Standard
C026021,20,997670,74428,7,7,22.5,0,None,0,0,0.44,1,63517,0.41,2Y 2M,No,762,13075,Medium,19757,Standard
C026022,65,1224683,93015,5,2,13.0,3,"Home Loan, Business Loan, Credit Builder Loan",0,0,0.12,2,214014,0.3,43Y 0M,No,4595,8348,Medium,50823,Good
C026023,22,432344,38311,7,3,15.0,4,"Education Loan, Auto Loan, Business Loan, Personal Loan",20,1,0.07,1,51148,0.18,0Y 3M,No,563,2352,Low,22539,Poor
C026024,41,744957,65713,8,1,14.4,4,"Credit Builder Loan, Auto Loan, Business Loan, Education Loan",0,0,0.82,5,243273,0.66,22Y 8M,Yes,5620,12558,High,14614,Good
C026025,51,1146736,96173,10,7,20.9,2,"Auto Loan, Personal Loan",0,0,0.5,1,191101,0.71,32Y 4M,No,3813,18583,High,32563,Good
C026026,64,622800,56208,8,4,21.6,5,"Business Loan, Auto Loan, Credit Builder Loan, Personal Loan, Education Loan",0,0,0.53,1,247782,0.69,43Y 6M,Yes,2677,7353,Medium,28563,Good
C026027,65,1001666,67227,11,0,23.2,0,None,0,0,0.29,6,130382,0.3,40Y 5M,Yes,2261,0,High,29430,Good
C026028,56,1345208,116138,7,3,10.4,1,Personal Loan,20,1,0.83,6,253120,0.42,38Y 1M,No,6432,0,Medium,38417,Poor
C026029,65,1342496,101740,7,1,23.3,4,"Education Loan, Home Loan, Business Loan, Personal Loan",0,0,0.84,2,378067,0.36,45Y 5M,Yes,8566,6892,High,48647,Good
C026030,41,1186271,101990,9,2,11.5,1,Business Loan,0,0,0.54,0,100602,0.23,20Y 3M,Yes,2005,5823,High,38565,Good
C026031,53,247412,17804,11,6,22.7,3,"Auto Loan, Personal Loan, Home Loan",0,0,0.81,0,68203,0.63,33Y 7M,Yes,724,0,Medium,11218,Good
C026032,45,748597,57231,5,1,22.3,3,"Auto Loan, Business Loan, Credit Builder Loan",0,0,0.77,7,122783,0.3,27Y 8M,Yes,2729,5638,High,12614,Good
C026033,65,1018211,74677,8,6,14.6,1,Home Loan,19,1,0.26,5,172781,0.18,42Y 5M,No,3829,0,Low,19331,Poor
C026034,66,877158,66900,2,5,21.2,1,Home Loan,0,0,0.9,1,73339,0.85,46Y 4M,Yes,1872,5445,High,16502,Good
C026035,51,230564,19668,8,7,20.1,2,"Education Loan, Auto Loan",0,0,0.2,7,60141,0.89,31Y 10M,Yes,1273,1895,High,4923,Good
C026036,33,927398,70148,1,4,6.9,0,None,0,0,0.62,1,179659,0.24,8Y 10M,Yes,3492,12100,High,20779,Good
C026037,53,604089,50735,9,7,6.5,0,None,0,0,0.93,0,42255,0.25,28Y 8M,No,1226,5515,Medium,19703,Good
C026038,24,906046,72329,1,2,7.7,3,"Auto Loan, Business Loan, Home Loan",0,0,0.26,5,114416,0.15,4Y 8M,Yes,1548,8944,Medium,34999,Good
C026039,35,1065124,84047,8,5,24.0,4,"Business Loan, Auto Loan, Credit Builder Loan, Education Loan",0,0,0.53,7,264623,0.34,16Y 10M,Yes,4161,14266,High,18755,Good
C026040,23,692555,57095,3,6,19.5,4,"Personal Loan, Home Loan, Education Loan, Auto Loan",0,0,0.74,2,226214,0.78,5Y 1M,Yes,3764,4887,Medium,24909,Standard
C026041,67,1128946,97299,4,2,13.9,2,"Business Loan, Home Loan",0,0,0.84,2,180318,0.36,44Y 8M,Yes,2311,8526,Medium,35662,Good
C026042,45,356711,31300,11,6,10.2,5,"Education Loan, Credit Builder Loan, Business Loan, Home Loan, Auto Loan",0,0,0.09,3,140499,0.58,24Y 3M,No,1806,0,High,7933,Standard
C026043,56,1007999,74008,10,7,24.0,4,"Home Loan, Education Loan, Credit Builder Loan, Business Loan",0,0,0.01,7,298134,0.2,36Y 3M,No,8162,0,Medium,19827,Good
C026044,51,1387676,111448,7,3,10.6,5,"Education Loan, Auto Loan, Business Loan, Home Loan, Personal Loan",0,0,0.94,4,242783,0.37,26Y 4M,Yes,5119,11030,Medium,35946,Good
C026045,68,612928,55667,10,4,16.3,3,"Credit Builder Loan, Personal Loan, Home Loan",0,0,0.52,2,171528,0.65,48Y 3M,No,3647,0,Medium,32916,Standard
C026046,58,1191682,105634,3,7,10.6,3,"Auto Loan, Credit Builder Loan, Personal Loan",0,0,0.7,5,263678,0.69,33Y 6M,Yes,7508,16435,Medium,14043,Good
C026047,46,1121578,76291,9,4,19.8,5,"Auto Loan, Home Loan, Personal Loan, Business Loan, Credit Builder Loan",0,0,0.31,3,443521,0.71,24Y 7M,Yes,7247,4742,High,29042,Good
C026048,21,1494856,130393,3,2,9.3,0,None,0,0,0.3,6,79267,0.48,2Y 0M,Yes,1315,18807,Medium,57702,Good
C026049,31,348874,26566,8,0,17.3,2,"Education Loan, Auto Loan",6,4,0.63,0,82282,0.66,10Y 7M,No,2312,1953,Medium,4100,Poor
C026050,22,429179,32226,8,0,18.3,5,"Credit Builder Loan, Business Loan, Education Loan, Personal Loan, Home Loan",0,0,0.21,1,88659,0.75,0Y 7M,Yes,2246,2850,High,7648,Good
C026051,42,250414,18698,3,3,24.3,3,"Credit Builder Loan, Personal Loan, Business Loan",0,0,0.71,4,26225,0.24,21Y 11M,Yes,367,2220,Medium,3677,Good
C026052,56,1475495,126998,3,3,17.5,0,None,0,0,0.21,6,281357,0.79,36Y 8M,No,7439,11358,Medium,32949,Standard
C026053,25,579082,47296,10,6,15.2,2,"Credit Builder Loan, Home Loan",3,1,0.02,7,155110,0.2,1Y 5M,No,4067,7809,Medium,9830,Poor
